,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
6443,315,517500.0,3,1.75,1810,10625,1.0,0,0,3,8,1370,1973,1973,98027,47.5322,-122.049,2140,10922
6444,47,343566.0,2,1.0,1100,4200,1.0,0,0,3,7,1100,1954,1954,98136,47.5312,-122.392,1240,4000
6445,187,286285.0,4,2.25,1980,9714,1.0,0,0,3,7,1170,1977,1977,98002,47.3207,-122.209,1610,9272
6446,280,474905.0,4,1.5,1340,6200,1.0,0,0,5,6,1340,1959,1959,98008,47.6214,-122.119,1210,7178
6447,73,550000.0,3,1.75,1680,4800,1.0,0,0,4,7,1400,1960,1960,98126,47.5535,-122.377,1540,5000
6448,272,286000.0,4,2.5,2060,16000,2.0,0,0,3,6,2060,1993,1993,98001,47.2849,-122.251,1530,8000
6449,98,900000.0,3,3.25,2620,7215,1.0,0,0,4,8,1770,1980,1980,98004,47.5836,-122.2,2180,8931
6450,110,449950.0,3,2.25,1610,5159,2.0,0,0,3,7,1610,1985,1985,98029,47.5675,-122.019,1610,5210
6451,41,259000.0,4,1.5,1490,7560,2.0,0,0,3,7,1490,1966,1966,98198,47.3684,-122.318,1490,7689
6452,214,340000.0,3,2.25,1900,8125,1.0,0,0,3,7,1540,1969,1969,98058,47.4564,-122.162,1480,8284
6453,348,785000.0,4,2.5,3440,56192,2.0,0,0,3,9,3440,1994,1994,98053,47.6969,-122.046,3150,44431
6454,7,490000.0,2,1.0,1840,3300,1.5,0,0,4,6,1130,1910,1910,98107,47.6757,-122.362,1320,4000
6455,25,344950.0,4,2.0,2330,6250,1.0,0,0,4,7,1400,1941,1941,98030,47.3782,-122.228,2050,9000
6456,117,950000.0,3,2.0,2250,2975,2.0,0,0,4,9,1880,1905,1905,98112,47.6289,-122.309,2690,4800
6457,68,810000.0,4,1.75,2000,3988,1.0,0,4,4,7,1000,1958,1958,98116,47.5925,-122.391,1690,4144
6458,311,998160.0,2,2.5,3010,16050,1.0,0,3,4,9,1260,1976,1976,98006,47.5643,-122.16,3010,11612
6459,222,377000.0,3,1.75,1680,7389,1.0,0,0,3,8,1150,1979,1979,98056,47.5199,-122.184,2100,10348
6460,116,595000.0,3,2.0,1530,6773,1.0,0,0,4,8,1530,1984,1984,98033,47.6653,-122.194,2240,7201
6461,108,313300.0,2,1.0,970,4800,1.0,0,0,3,6,970,1911,1940,98116,47.5754,-122.414,1180,5900
6462,84,360000.0,5,1.75,1550,5225,1.5,0,0,4,7,1550,1941,1941,98108,47.554,-122.306,1220,5225
6463,325,188000.0,3,1.75,1660,7350,1.0,0,0,2,8,1660,1979,1979,98023,47.3118,-122.337,1840,7673
6464,133,755000.0,3,2.5,3680,203860,1.5,0,0,3,9,3680,1994,1994,98014,47.6903,-121.929,2410,144183
6465,131,1289000.0,5,3.5,3210,4060,2.0,0,2,3,10,2290,1917,2003,98117,47.6801,-122.357,1940,5000
6466,73,455000.0,3,1.0,1480,13280,2.5,0,0,3,6,1480,1940,1940,98027,47.5378,-122.043,1510,8723
6467,160,817500.0,5,3.5,3600,9312,2.0,0,3,3,10,2680,2005,2005,98052,47.6582,-122.122,3420,9860
6468,143,550000.0,3,2.25,1700,1481,3.0,0,0,3,8,1700,2002,2002,98103,47.6598,-122.349,1560,1350
6469,368,260000.0,3,1.75,1680,8725,1.0,0,0,3,8,1240,1978,1978,98023,47.3107,-122.397,2020,8352
6470,55,320000.0,3,2.0,1550,34175,1.5,0,0,3,7,1550,1999,1999,98045,47.4855,-121.698,2300,35174
6471,137,1153000.0,3,3.25,3780,10623,1.0,0,1,3,11,2650,1999,1999,98006,47.5506,-122.101,3850,11170
6472,353,362000.0,4,2.5,2360,7370,1.0,0,0,3,7,1460,1985,1985,98125,47.7201,-122.308,1590,9906
6473,356,503500.0,3,2.5,1810,1750,2.0,0,0,3,7,1350,1997,1997,98199,47.6513,-122.386,1640,1563
6474,31,653000.0,3,2.5,2290,3475,2.0,0,0,3,9,2290,2006,2006,98029,47.5551,-122.001,2340,3626
6475,33,760000.0,4,2.75,3370,12447,2.0,0,0,3,10,3370,1991,1991,98077,47.7309,-122.058,3700,13129
6476,207,775000.0,4,1.75,2090,5050,1.0,0,0,4,7,1090,1916,1916,98117,47.6802,-122.358,1760,5000
6477,172,1339000.0,4,3.75,2130,34689,1.5,1,4,3,9,2130,1955,1955,98136,47.5489,-122.398,3030,28598
6478,298,417500.0,5,1.75,2060,10911,1.0,0,0,4,7,1360,1954,1954,98177,47.7767,-122.365,2060,9688
6479,70,525000.0,3,1.5,1560,9350,1.0,0,0,4,7,1220,1969,1969,98052,47.6729,-122.148,1870,8671
6480,347,217000.0,2,1.0,730,2400,1.0,0,1,3,4,730,1934,1934,98198,47.35,-122.322,1220,4382
6481,68,525000.0,4,2.75,2910,6308,1.0,0,0,3,8,1640,1985,1985,98011,47.7352,-122.201,1970,7127
6482,326,442500.0,4,2.25,2490,8700,1.0,0,0,3,7,1890,1976,1976,98155,47.7397,-122.324,1470,7975
6483,68,525000.0,4,1.75,1710,10440,1.0,0,0,4,7,1710,1955,1955,98006,47.5756,-122.158,1480,10440
6484,299,425500.0,4,1.75,1520,10630,1.0,0,0,4,7,1520,1967,1967,98034,47.7347,-122.193,1550,8039
6485,105,710000.0,3,2.75,2930,218235,2.0,0,2,3,8,2930,1990,1990,98024,47.5481,-121.886,2450,218235
6486,196,545000.0,4,3.0,3160,10948,1.0,0,3,3,8,1930,1991,1991,98070,47.3733,-122.422,2380,13623
6487,286,410000.0,5,2.75,2910,16410,1.5,0,0,4,8,2910,1967,1967,98058,47.44,-122.145,1980,18000
6488,355,245000.0,3,2.25,1700,8100,1.0,0,0,3,7,1200,1980,1980,98038,47.3601,-122.046,1700,8100
6489,70,194900.0,2,1.0,810,6697,1.0,0,0,4,6,810,1923,1923,98002,47.3057,-122.216,1140,6695
6490,4,284000.0,4,2.5,2000,5390,2.0,0,0,3,7,2000,2003,2003,98042,47.3732,-122.129,2330,5390
6491,109,280000.0,2,1.75,1894,52769,1.5,0,0,4,6,1520,1936,1936,98001,47.3088,-122.273,1820,50529
6492,153,280000.0,3,1.75,2080,87991,1.0,0,0,3,6,1040,1970,1970,98014,47.6724,-121.865,2080,84300
6493,10,360000.0,4,2.0,1730,5500,1.0,0,0,5,7,1010,1943,1943,98106,47.5304,-122.353,1080,4900
6494,126,405000.0,2,1.0,720,4323,1.0,0,0,3,6,720,1942,1942,98199,47.6604,-122.401,1460,3300
6495,347,865000.0,4,2.5,3560,13981,2.0,0,0,3,10,3560,2000,2000,98075,47.6002,-121.98,3840,13624
6496,39,483300.0,4,2.0,1210,11100,1.0,0,0,4,7,1210,1955,1955,98006,47.5747,-122.145,1280,11100
6497,320,355000.0,4,2.5,2130,9268,2.0,0,0,4,8,2130,1985,1985,98092,47.262,-122.22,2100,8400
6498,363,274950.0,3,2.25,1570,8767,1.0,0,0,3,7,1180,1990,1990,98038,47.3568,-122.038,1570,7434
6499,217,1925000.0,3,4.5,3950,6134,2.0,0,3,3,11,2880,1998,1998,98199,47.6413,-122.405,3050,5281
6500,243,755000.0,3,3.25,3450,15586,2.0,0,0,3,11,2690,1989,1989,98166,47.4294,-122.343,3560,15046
6501,283,1940000.0,4,5.75,7220,223462,2.0,0,4,3,12,6220,2000,2000,98053,47.7097,-122.013,2680,7593
6502,45,309212.0,3,1.75,1150,9600,1.0,0,0,3,7,1150,1979,1979,98045,47.4434,-121.774,1520,9976
6503,33,219950.0,3,2.25,1500,7615,1.0,0,0,3,7,1150,1984,1984,98023,47.3146,-122.351,1540,8649
6504,82,690000.0,3,2.5,1300,5150,1.5,0,0,4,7,1300,1920,1920,98117,47.6838,-122.362,1400,4017
6505,156,250800.0,3,1.75,1290,4000,1.0,0,0,3,6,1170,1943,1943,98106,47.5309,-122.354,1140,4000
6506,327,557500.0,3,2.0,2510,35255,1.0,0,2,3,9,2510,1994,1994,98038,47.4012,-122.025,3140,36450
6507,53,941000.0,4,1.75,2320,3825,1.5,0,0,5,8,1820,1926,1926,98105,47.6659,-122.327,1940,3825
6508,354,3650000.0,6,4.75,5480,19401,1.5,1,4,5,11,3910,1936,1936,98105,47.6515,-122.277,3510,15810
6509,355,305000.0,4,2.75,2030,8600,1.0,0,0,4,7,1230,1977,1977,98042,47.3942,-122.16,1810,8600
6510,88,815000.0,4,1.5,2060,16110,1.0,0,0,4,8,2060,1949,1949,98004,47.5983,-122.202,2060,16110
6511,10,1015000.0,3,2.5,2920,34527,1.0,0,4,4,9,1800,1954,1983,98116,47.5799,-122.4,2480,7933
6512,129,1240000.0,4,3.0,3330,6990,1.5,0,3,5,9,2330,1928,1928,98144,47.5886,-122.287,2620,5310
6513,238,535000.0,3,2.5,2110,8164,2.0,0,0,3,9,2110,1990,1990,98056,47.5269,-122.171,2390,7499
6514,80,775000.0,3,1.0,1175,10454,1.0,0,0,4,6,1175,1949,1949,98004,47.6388,-122.218,2010,10800
6515,77,255000.0,3,2.0,1590,8670,1.0,0,0,3,7,1590,1994,1994,98042,47.3725,-122.073,1590,9253
6516,101,327000.0,2,1.0,1070,9750,1.0,0,0,3,7,1070,1947,1947,98155,47.7532,-122.318,1500,8775
6517,202,560000.0,4,2.0,2720,8819,2.0,0,3,3,8,2240,1976,1976,98003,47.338,-122.333,2960,9672
6518,273,1339000.0,4,3.5,2980,6349,2.0,0,3,3,9,2980,1998,1998,98033,47.6819,-122.208,2870,6349
6519,216,199500.0,3,1.75,1160,5200,1.0,0,0,4,7,1160,1977,1977,98042,47.3643,-122.09,1470,5200
6520,235,760000.0,4,2.5,3580,97574,2.0,0,0,3,9,3580,2004,2004,98038,47.3901,-122.071,2510,27068
6521,332,439000.0,3,2.25,3020,6000,3.0,0,2,3,8,1980,1994,1994,98108,47.5249,-122.319,1150,6000
6522,151,527000.0,4,2.25,2380,5250,1.0,0,0,4,7,1410,1961,1961,98008,47.6164,-122.115,2150,8560
6523,75,199950.0,3,2.75,2270,13590,1.5,0,0,4,6,1300,1948,1948,98022,47.2099,-122.001,1160,13545
6524,278,254000.0,3,2.25,1660,8188,2.0,0,0,4,7,1660,1988,1988,98042,47.3766,-122.115,1660,7000
6525,325,393000.0,2,1.0,830,5000,1.0,0,0,4,7,830,1921,1921,98103,47.6914,-122.352,1110,5000
6526,203,585000.0,5,2.25,2480,12614,1.0,0,0,4,8,1860,1979,1979,98011,47.7393,-122.2,2470,12392
6527,75,450000.0,2,2.0,1900,7740,1.0,0,0,4,7,1150,1923,1923,98126,47.5227,-122.372,1140,7740
6528,54,565000.0,2,1.75,1670,4008,1.0,0,0,3,9,1670,2005,2005,98029,47.5539,-122.001,2330,3752
6529,20,330000.0,5,2.25,2000,7900,1.0,0,0,4,7,1300,1986,1986,98188,47.4291,-122.292,2000,9132
6530,374,870000.0,3,2.0,2320,65340,1.5,0,0,3,9,2320,1992,1992,98074,47.6106,-122.055,3100,59603
6531,82,585000.0,4,2.5,1860,8117,1.0,0,0,4,8,1460,1966,1966,98008,47.6228,-122.104,2040,8199
6532,188,500000.0,3,2.5,2110,208737,2.0,0,3,3,9,2110,1977,1977,98092,47.2674,-122.072,2390,125017
6533,13,225000.0,3,2.0,1400,7384,1.0,0,0,3,7,1150,1979,1979,98058,47.4655,-122.174,1820,7992
6534,327,295000.0,3,2.0,1400,7384,1.0,0,0,3,7,1150,1979,1979,98058,47.4655,-122.174,1820,7992
6535,55,775000.0,3,2.75,2850,14800,1.0,0,0,4,9,1920,1976,1976,98006,47.559,-122.146,3300,10809
6536,76,280000.0,3,1.0,1370,11050,1.0,0,0,3,7,1370,1981,1981,98045,47.4485,-121.776,1520,10000
6537,129,539000.0,3,2.5,2170,3200,1.5,0,0,5,7,1280,1923,1923,98103,47.6543,-122.347,1180,1224
6538,326,567500.0,3,1.75,2570,14033,1.0,0,2,4,8,2570,1953,1953,98166,47.4335,-122.338,2550,16100
6539,279,442500.0,4,2.25,1970,7902,1.0,0,0,3,8,1310,1960,1960,98125,47.7249,-122.298,1860,8021
6540,370,598200.0,5,3.75,2980,4635,3.0,0,0,3,8,2980,1997,1997,98118,47.5508,-122.268,1100,5150
6541,165,610000.0,4,2.5,2300,10843,2.0,0,0,5,8,2300,1955,1955,98033,47.6988,-122.202,1780,10843
6542,203,544900.0,3,2.5,1990,4936,2.0,0,0,3,8,1990,2004,2004,98075,47.5911,-122.018,2250,4815
6543,228,557500.0,4,2.5,2390,38258,2.0,0,0,3,8,2390,2001,2001,98072,47.7433,-122.094,1960,17113
6544,101,532500.0,3,2.5,2160,7500,1.0,0,1,3,7,1430,1979,1979,98074,47.6188,-122.064,1560,7500
6545,38,1350000.0,4,3.25,3300,15907,2.0,0,0,5,10,3300,1985,1985,98040,47.5413,-122.216,2740,11358
6546,363,750000.0,3,2.0,1840,2825,1.0,0,0,3,7,1040,1920,1920,98112,47.6428,-122.302,1820,3750
6547,201,530000.0,3,2.5,2030,10958,2.0,0,0,3,8,2030,1983,1983,98052,47.7251,-122.11,1960,10282
6548,76,346100.0,3,2.5,1400,2036,2.0,0,0,3,7,1400,2003,2003,98136,47.5516,-122.382,1500,2036
6549,100,260000.0,4,2.25,2320,16800,2.0,0,0,4,9,2320,1977,1977,98092,47.2959,-122.166,2700,15680
6550,119,365000.0,3,1.75,1410,9150,1.0,0,0,5,7,1410,1959,1959,98006,47.5683,-122.178,1800,9940
6551,129,615000.0,3,2.0,1860,42800,1.0,0,0,4,7,930,1983,1983,98075,47.5898,-122.004,1980,11250
6552,83,318400.0,4,2.5,1820,6916,2.0,0,0,3,7,1820,1994,1994,98038,47.3862,-122.029,1680,6995
6553,305,498500.0,4,2.5,1910,7172,2.0,0,0,3,8,1910,1993,1993,98155,47.7615,-122.309,1630,10127
6554,341,450000.0,3,1.75,1540,7490,1.0,0,0,5,7,1540,1971,1971,98034,47.7222,-122.177,1270,7350
6555,329,200000.0,3,2.0,1430,7905,1.0,0,0,4,7,1430,1988,1988,98092,47.2757,-122.145,1870,8400
6556,130,234000.0,3,1.0,1010,8906,1.0,0,0,5,7,1010,1968,1968,98042,47.3627,-122.108,1150,10414
6557,94,121800.0,2,1.0,940,8384,1.0,0,0,3,5,940,1947,1947,98146,47.5065,-122.364,1290,8384
6558,55,805000.0,3,2.75,2600,5875,1.5,0,2,5,8,1600,1929,1929,98116,47.5773,-122.406,2260,5492
6559,67,410000.0,4,2.25,2060,7283,1.0,0,0,3,8,1220,1963,2013,98155,47.7435,-122.317,1500,8134
6560,292,475000.0,3,2.5,1920,4534,2.0,0,0,3,8,1920,1986,1986,98034,47.7144,-122.204,1380,5100
6561,181,1337500.0,4,2.5,2900,21074,2.0,0,0,3,11,2900,1986,1986,98199,47.6696,-122.416,3390,20000
6562,139,269000.0,1,1.0,1020,7920,1.0,0,0,3,7,1020,1947,1983,98106,47.5385,-122.355,1000,7168
6563,83,573000.0,4,2.25,2150,9520,2.0,0,0,4,8,2150,1979,1979,98052,47.6885,-122.113,2000,9520
6564,329,330000.0,3,2.5,1660,2890,2.0,0,0,3,7,1660,2001,2001,98108,47.5434,-122.293,1540,2890
6565,55,252750.0,4,1.0,1230,7410,1.5,0,0,3,7,1230,1944,1944,98166,47.4798,-122.344,1020,7648
6566,339,745000.0,2,2.5,2170,7546,1.0,0,0,3,8,2170,2007,2007,98053,47.7242,-122.032,2170,7083
6567,306,280000.0,3,2.0,1280,7633,1.0,0,0,3,7,1280,1991,1991,98038,47.3883,-122.05,1450,6783
6568,363,535000.0,4,2.5,2240,6920,1.0,0,0,5,8,1380,1974,1974,98146,47.5011,-122.375,1540,7000
6569,314,580000.0,4,1.5,1780,5100,1.0,0,0,3,7,1320,1953,1953,98115,47.6944,-122.288,1880,5100
6570,224,301000.0,3,1.75,1840,7200,1.0,0,0,4,7,1220,1968,1968,98055,47.456,-122.209,1770,8075
6571,53,600000.0,4,1.75,1740,7700,1.0,0,0,5,7,1740,1968,1968,98008,47.6259,-122.111,1740,8120
6572,101,538900.0,5,3.0,3040,6604,2.0,0,0,3,9,3040,2005,2005,98106,47.548,-122.356,1650,6825
6573,283,366000.0,3,2.5,2370,4375,2.0,0,0,3,8,2370,2006,2006,98038,47.354,-121.999,2380,4606
6574,109,303000.0,4,2.5,2100,6783,2.0,0,0,3,8,2100,2003,2003,98042,47.3504,-122.141,2100,6192
6575,20,432000.0,3,2.25,1470,1578,2.0,0,0,3,8,1090,2007,2007,98136,47.5388,-122.387,1470,1668
6576,342,300000.0,2,1.5,1300,6120,1.0,0,0,3,6,820,1945,1945,98146,47.5088,-122.338,1250,6120
6577,171,908800.0,3,3.0,3420,7826,2.0,0,0,4,8,2430,1939,1939,98144,47.5873,-122.29,980,6300
6578,54,500000.0,3,1.5,1190,4750,1.0,0,0,3,7,970,1940,1940,98107,47.6726,-122.386,1460,4750
6579,55,254000.0,5,2.0,2080,16117,1.0,0,0,5,7,1740,1959,1959,98001,47.3424,-122.289,1510,13068
6580,138,470000.0,5,1.5,2180,4268,1.5,0,0,4,7,1340,1924,1924,98117,47.6848,-122.389,1530,3880
6581,319,480000.0,3,2.0,1460,7860,1.0,0,0,5,7,1460,1967,1967,98008,47.6233,-122.108,1850,8148
6582,273,536000.0,3,1.75,1530,8503,1.0,0,0,4,7,1150,1983,1983,98033,47.6872,-122.185,1610,8549
6583,363,1349000.0,4,3.5,4740,8611,2.0,0,3,3,11,3640,2006,2006,98027,47.5375,-122.07,4042,8321
6584,13,550000.0,3,2.25,1980,40887,1.0,0,0,4,8,1980,1980,1980,98052,47.6478,-122.029,2460,35700
6585,214,260000.0,3,1.75,1710,6400,1.0,0,0,4,7,1240,1976,1976,98023,47.3036,-122.377,1600,6400
6586,357,284900.0,2,1.5,1160,982,2.0,0,0,3,7,890,2006,2006,98155,47.7675,-122.315,1160,1008
6587,180,740000.0,3,2.5,2200,3000,2.0,0,0,3,9,1530,2002,2002,98109,47.6451,-122.35,2200,3300
6588,153,425000.0,2,1.0,1170,5000,1.0,0,0,4,7,1030,1920,1920,98136,47.5449,-122.388,1170,5850
6589,123,230000.0,3,1.0,1120,7500,1.0,0,0,3,7,1120,1965,1965,98146,47.5112,-122.359,1120,5000
6590,346,675000.0,3,1.5,1710,4000,2.0,0,0,3,8,1710,1926,1926,98116,47.5714,-122.385,1910,4000
6591,88,267500.0,3,1.75,1650,7807,1.0,0,0,3,7,1650,1986,1986,98030,47.3514,-122.167,1810,8475
6592,115,814000.0,4,2.5,2840,8820,1.0,0,2,5,8,1420,1952,1952,98118,47.5542,-122.265,2310,8750
6593,360,1250000.0,4,3.0,3310,217800,1.5,0,0,3,9,3310,1989,1989,98053,47.6616,-121.999,2810,217800
6594,137,460000.0,3,2.0,1860,7232,1.0,0,0,3,7,1320,1985,1985,98125,47.7165,-122.319,1830,7220
6595,263,445000.0,3,2.5,2250,9608,2.0,0,0,3,8,2250,1994,1994,98045,47.4865,-121.802,2020,9834
6596,145,715000.0,3,2.5,2890,7027,2.0,0,0,3,8,2890,2004,2004,98074,47.6111,-122.009,2890,7197
6597,293,425000.0,3,1.75,2120,5992,1.0,0,0,3,7,1060,1947,1947,98125,47.7083,-122.308,1840,11000
6598,74,370000.0,4,2.5,2130,4750,2.0,0,0,3,8,2130,2009,2009,98058,47.4324,-122.184,2130,4071
6599,362,302000.0,2,1.75,1170,8200,1.0,0,0,4,6,780,1937,1937,98003,47.3263,-122.305,1780,9020
6600,52,453000.0,4,1.75,2120,7420,1.0,0,0,4,7,1060,1956,1956,98008,47.6019,-122.13,1540,7420
6601,18,290000.0,3,1.75,1280,10716,1.0,0,0,4,7,1280,1969,1969,98059,47.4755,-122.145,1440,9870
6602,241,1035000.0,4,2.5,3170,47502,2.0,0,0,3,10,3170,1988,1988,98033,47.6495,-122.185,3190,35110
6603,18,925000.0,4,2.25,2260,41984,1.0,0,0,4,9,2260,1967,1967,98033,47.6622,-122.171,2650,37318
6604,27,600000.0,3,1.75,2930,19876,1.0,0,0,3,9,2030,1993,1993,98072,47.7443,-122.17,2740,11499
6605,95,354000.0,3,1.5,1060,5750,1.0,0,2,4,7,1060,1981,1981,98126,47.5512,-122.371,1060,5750
6606,46,204950.0,4,1.75,1740,9344,1.0,0,0,3,7,1180,1978,1978,98023,47.3196,-122.399,1440,12884
6607,355,675000.0,4,2.5,2990,5400,2.0,0,0,3,8,2990,2005,2005,98074,47.6122,-122.009,2890,6538
6608,355,995000.0,4,3.25,3530,20012,2.0,0,0,3,11,3530,1986,1986,98052,47.7193,-122.127,3850,20707
6609,333,800000.0,5,2.0,2960,10960,1.0,0,0,4,7,1500,1957,1957,98005,47.6162,-122.174,2160,10960
6610,130,472500.0,3,2.5,1650,3711,2.0,0,0,3,8,1650,1996,1996,98052,47.6863,-122.093,1760,3762
6611,214,549950.0,4,2.5,2720,13500,1.0,0,0,3,8,1510,1969,1969,98007,47.6191,-122.145,2510,12350
6612,164,575575.0,3,1.75,1516,2897,1.0,0,0,3,7,998,1925,1925,98103,47.6842,-122.341,2100,3854
6613,305,545000.0,4,3.25,4386,12275,1.0,0,0,3,10,2356,2006,2006,98092,47.3329,-122.2,3060,10925
6614,201,340000.0,3,2.25,2580,7434,1.0,0,0,3,7,1630,1963,1963,98133,47.7446,-122.332,1920,7737
6615,333,225000.0,3,1.0,960,5512,1.0,0,0,4,6,960,1963,1963,98056,47.4944,-122.165,1090,5837
6616,179,299950.0,2,1.75,1460,10506,1.0,0,0,3,7,1460,1983,1983,98031,47.4048,-122.178,1460,8153
6617,297,829900.0,4,3.5,3840,4000,2.0,0,0,3,8,2640,2001,2001,98105,47.6642,-122.291,1620,4000
6618,332,340000.0,4,2.5,2090,4200,2.0,0,0,3,7,2090,2007,2007,98038,47.3659,-122.017,2090,4200
6619,159,515000.0,4,2.25,2470,7800,1.0,0,0,3,8,1470,1975,1975,98052,47.6913,-122.115,2050,8050
6620,70,601000.0,4,2.5,2090,6906,2.0,0,0,4,8,2090,1992,1992,98029,47.5718,-121.996,2090,6370
6621,367,470000.0,3,2.5,2070,8581,2.0,0,0,3,8,2070,1994,1994,98059,47.5101,-122.151,2440,7849
6622,67,371500.0,3,1.0,1650,6400,1.0,0,0,4,7,980,1954,1954,98106,47.52,-122.365,1230,6400
6623,201,550000.0,3,1.75,1880,45738,1.0,0,0,4,8,1410,1980,1980,98072,47.7662,-122.114,2340,38556
6624,226,242550.0,4,2.5,2060,7720,2.0,0,0,3,8,2060,1995,1995,98023,47.2956,-122.374,1630,7720
6625,4,367500.0,3,1.5,1410,9647,1.0,0,0,3,8,1410,1961,1961,98177,47.7608,-122.361,2090,9272
6626,145,359000.0,4,3.5,2770,8763,2.0,0,0,3,8,2100,1996,1996,98003,47.2625,-122.308,2030,7242
6627,313,204900.0,3,2.0,1390,8245,1.0,0,0,2,7,1390,1984,1984,98001,47.2669,-122.254,1260,8245
6628,151,850000.0,4,2.75,5440,239580,1.0,0,0,2,9,2720,1969,1969,98001,47.354,-122.293,1970,40392
6629,172,187000.0,3,1.5,1280,4452,2.0,0,0,3,6,1280,1985,1985,98002,47.3344,-122.216,1070,4366
6630,26,326000.0,3,2.75,1720,28000,1.0,0,0,4,7,1720,1958,1958,98058,47.4375,-122.176,2000,41817
6631,299,340000.0,3,2.75,1720,28000,1.0,0,0,4,7,1720,1958,1958,98058,47.4375,-122.176,2000,41817
6632,54,330000.0,6,2.25,3040,28535,1.0,0,0,3,8,1890,1951,1951,98030,47.3864,-122.223,1360,8250
6633,245,782000.0,4,3.5,3780,7769,2.0,0,0,3,9,3110,2001,2001,98052,47.691,-122.129,3310,7945
6634,185,612000.0,4,2.5,2670,5974,2.0,0,0,3,8,2670,1999,1999,98034,47.7122,-122.231,2140,5729
6635,182,400000.0,3,2.0,1350,7216,1.0,0,0,3,7,1350,1964,1964,98177,47.7616,-122.365,1920,7600
6636,32,941500.0,5,3.5,3490,9680,2.0,0,4,3,9,2460,1980,1980,98177,47.7757,-122.391,3080,13489
6637,252,313000.0,2,1.5,870,747,2.0,0,0,3,8,800,2004,2004,98103,47.6967,-122.342,1710,1280
6638,342,735000.0,4,2.25,2410,4250,1.5,0,0,5,7,1460,1929,1929,98117,47.6849,-122.376,1360,5074
6639,321,471000.0,3,1.75,1640,10123,1.0,0,0,3,8,1340,1977,1977,98011,47.7698,-122.167,2210,10852
6640,298,350000.0,3,1.0,1540,9800,1.0,0,0,4,7,1540,1950,1950,98155,47.7604,-122.329,1560,9450
6641,82,530000.0,4,2.5,2370,9601,1.0,0,0,3,8,1570,1976,1976,98027,47.5327,-122.054,2550,10500
6642,5,415000.0,4,3.0,1830,9548,2.0,0,0,3,7,1830,1991,1991,98028,47.7379,-122.224,1740,9750
6643,50,639500.0,4,2.25,2330,8994,2.0,0,0,3,8,2330,1986,1986,98052,47.7264,-122.104,2330,8396
6644,40,580379.0,4,2.75,2240,27820,1.5,0,0,4,8,2240,1976,1976,98075,47.5936,-122.054,2330,20000
6645,201,378000.0,2,2.5,1700,2513,2.0,0,0,3,8,1700,2009,2009,98065,47.5163,-121.878,1760,2891
6646,258,265000.0,3,2.25,1750,9298,1.0,0,0,4,7,1410,1969,1969,98058,47.4579,-122.164,1720,7875
6647,145,212000.0,3,1.75,1100,9750,1.0,0,0,4,6,1100,1967,1967,98023,47.2955,-122.362,1100,9900
6648,266,400000.0,4,3.0,2320,13068,2.0,0,2,3,8,2320,1998,1998,98198,47.3497,-122.317,2220,25265
6649,280,750000.0,4,2.5,2540,6491,2.0,0,0,3,8,2540,1997,1997,98008,47.6363,-122.117,1990,8447
6650,3,384900.0,5,2.5,3090,12750,1.0,0,0,3,8,1750,1968,1968,98023,47.3408,-122.335,1760,25919
6651,96,176000.0,2,1.0,770,5200,1.0,0,0,5,6,770,1969,1969,98042,47.3627,-122.087,1150,5330
6652,130,350000.0,3,2.75,2370,4632,2.0,0,0,3,7,2370,2002,2002,98038,47.3794,-122.022,2290,5012
6653,88,168000.0,3,1.0,1200,7210,1.0,0,0,4,6,1200,1977,1977,98030,47.3729,-122.183,1200,7650
6654,196,358000.0,4,2.0,2200,3060,1.0,0,0,3,7,1100,1908,2000,98118,47.565,-122.284,1410,5100
6655,361,580000.0,3,2.75,2660,32757,1.0,0,0,4,8,2660,1975,1975,98077,47.7649,-122.098,2720,35191
6656,52,442500.0,3,1.75,1600,10280,1.0,0,0,3,7,1050,1977,1977,98034,47.725,-122.174,1590,8100
6657,319,515000.0,2,2.5,1330,1249,3.0,0,0,3,8,1330,2004,2004,98105,47.6668,-122.285,1430,1328
6658,199,554000.0,5,2.5,3440,12900,1.0,0,2,4,8,1720,1958,1958,98166,47.4426,-122.342,2100,10751
6659,39,659000.0,3,2.5,2510,6320,2.0,0,0,3,9,2510,1996,1996,98075,47.5868,-122.033,2518,5819
6660,319,414999.0,4,2.5,2150,10098,1.0,0,0,3,7,1090,1963,1963,98034,47.7166,-122.201,1880,10000
6661,0,275000.0,3,1.5,1180,10277,1.0,0,0,3,6,1180,1983,1983,98045,47.488,-121.787,1680,11104
6662,201,193000.0,2,1.0,680,8640,1.0,0,0,4,5,680,1951,1951,98188,47.4559,-122.289,1320,13140
6663,110,525000.0,4,2.5,2840,4750,2.0,0,0,3,9,2840,2002,2002,98058,47.4511,-122.121,2460,4750
6664,160,424000.0,3,2.5,1820,7500,2.0,0,0,3,8,1820,1985,1985,98052,47.7155,-122.104,2040,8304
6665,251,455000.0,2,1.0,1070,5150,1.0,0,0,4,6,870,1908,1908,98117,47.6853,-122.366,1520,3860
6666,112,463000.0,2,1.0,1250,5650,2.0,0,1,4,7,1250,1943,1943,98126,47.5495,-122.377,1210,5650
